Australian Bureau of Statistics,,,,,,,,,,,
"Schools, Australia, 2020",,,,,,,,,,,
#REF!,,,,,,,,,,,
#REF!,,,,,,,,,,,
Year,State/Territory,Affiliation (Gov/Non-gov),Affiliation (Gov/Cath/Ind),FT/PT,Sex,School Level,National Report on Schooling (ANR) School Level,Year (Grade),FTE Aboriginal and Torres Strait Islander Students ,FTE Non-Indigenous Students ,FTE All Students 
2020,b Vic.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,43,7797,7840
2020,b Vic.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,44,7421,7465
2020,b Vic.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,37,7137,7174
2020,b Vic.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,35,7060,7095
2020,b Vic.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,38,38
2020,b Vic.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,66,6982,7048
2020,b Vic.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,55,6436,6491
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),26,4466,4492
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,25,4256,4281
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,16,4383,4399
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,21,4354,4375
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,16,4424,4440
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,20,5101,5121
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,16,5036,5052
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,11,11
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,66,7882,7948
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,64,7619,7683
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,56,7362,7418
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,60,7313,7373
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,13,13
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,81,7343,7424
2020,b Vic.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,54,6829,6883
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,b Year 1,0,1.6,1.6
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,1.2,1.2
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,2.2,2.2
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,0,1.9,1.9
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,0,2.3,2.3
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,2,2
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,2.2,13.1,15.3
2020,b Vic.,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,18.7,18.7
2020,b Vic.,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,c Year 2,0,1.2,1.2
2020,b Vic.,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,e Year 4,0,0.8,0.8
2020,b Vic.,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,g Year 6,0,1.4,1.4
2020,b Vic.,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,0,1.3,1.3
2020,b Vic.,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,0,3.4,3.4
2020,b Vic.,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,1.8,16,17.8
2020,b Vic.,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,22.9,22.9
2020,c Qld,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),2826,21609,24435
2020,c Qld,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,2704,22125,24829
2020,c Qld,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,2785,22506,25291
2020,c Qld,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,2701,22180,24881
2020,c Qld,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,2714,22315,25029
2020,c Qld,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,2738,22524,25262
2020,c Qld,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,2765,22506,25271
2020,c Qld,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,2589,20343,22932
2020,c Qld,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,2399,20127,22526
2020,c Qld,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,2134,19600,21734
2020,c Qld,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,1991,18254,20245
2020,c Qld,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,1462,15795,17257
2020,c Qld,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,1031,12939,13970
2020,c Qld,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),2691,19814,22505
2020,c Qld,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,2572,20577,23149
2020,c Qld,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,2594,20942,23536
2020,c Qld,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,2689,20797,23486
2020,c Qld,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,2625,21325,23950
2020,c Qld,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,2545,21724,24269
2020,c Qld,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,2576,21216,23792
2020,c Qld,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,2414,19032,21446
2020,c Qld,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,2241,18321,20562
2020,c Qld,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,2150,18128,20278
2020,c Qld,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,1912,17343,19255
2020,c Qld,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,1451,15890,17341
2020,c Qld,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,1192,13692,14884
2020,c Qld,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,5.8,5.8
2020,c Qld,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,b Year 1,1.9,4.7,6.6
2020,c Qld,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,c Year 2,0,3.6,3.6
2020,c Qld,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,d Year 3,2,5.8,7.8
2020,c Qld,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,4.7,4.7
2020,c Qld,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,f Year 5,1.7,7.2,8.9
2020,c Qld,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,g Year 6,1,3.5,4.5
2020,c Qld,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,1.4,2.5,3.9
2020,c Qld,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,2.6,4.3,6.9
2020,c Qld,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,2,10.7,12.7
2020,c Qld,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,43.4,124,167.4
2020,c Qld,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,2.8,66.4,69.2
2020,c Qld,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,6.6,86.4,93
2020,c Qld,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.9,1.9
2020,c Qld,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,b Year 1,1.2,2.4,3.6
2020,c Qld,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,d Year 3,0,0.6,0.6
2020,c Qld,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,e Year 4,0,0.6,0.6
2020,c Qld,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,f Year 5,0,3,3
2020,c Qld,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,g Year 6,1.8,4.3,6.1
2020,c Qld,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,0,1.9,1.9
2020,c Qld,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,1.2,4,5.2
2020,c Qld,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,0,7,7
2020,c Qld,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,10.7,49.8,60.5
2020,c Qld,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,8.7,91.7,100.4
2020,c Qld,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,11.6,95.2,106.8
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),271,5560,5831
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,301,5518,5819
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,242,5508,5750
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,270,5482,5752
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,255,5589,5844
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,282,5943,6225
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,237,5629,5866
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,344,6399,6743
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,340,6439,6779
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,305,6198,6503
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,310,5807,6117
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,282,5363,5645
2020,c Qld,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,232,5114,5346
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),310,5422,5732
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,275,5455,5730
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,289,5286,5575
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,252,5377,5629
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,283,5346,5629
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,264,5588,5852
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,251,5234,5485
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,317,6326,6643
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,370,5978,6348
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,315,5812,6127
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,335,5534,5869
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,297,5353,5650
2020,c Qld,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,237,4988,5225
2020,c Qld,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,b Year 1,0,1.5,1.5
2020,c Qld,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,2.2,2.2
2020,c Qld,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,3.6,3.6
2020,c Qld,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,g Year 6,0,1.6,1.6
2020,c Qld,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,0,1.2,1.2
2020,c Qld,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,2.2,2.9,5.1
2020,c Qld,b Non-government,b Catholic,b Part-time,b Female,a Primary School,a Primary School,d Year 3,0,1,1
2020,c Qld,b Non-government,b Catholic,b Part-time,b Female,a Primary School,a Primary School,f Year 5,0,2,2
2020,c Qld,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,1.6,2.9,4.5
2020,c Qld,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,1.7,1.9,3.6
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),148,3715,3863
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,130,3772,3902
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,158,3621,3779
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,140,3772,3912
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,142,3949,4091
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,157,4319,4476
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,163,4586,4749
2020,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,142,142
